customer_id,name,age,email,phone,country,amount,order_date,status,duplicate_flag
1049,,66,alice@mail.com,9876543210,,800.36,10/20/2023,,1
1024,Bob,24,wrong_format,,,562.24,10/20/2023,,1
1023,Charlie,34,,phone123,India,453.13,not_a_date,,0
1012,Charlie,37,alice@mail.com,9876543210,,370.06,10/20/2023,Pending,1
1059,,58,,,,947.17,10/20/2023,Failed,1
1006,,66,,12345,UK,,10/20/2023,Completed,0
1056,David,37,wrong_format,,,617.34,,,1
1035,Bob,150,user@domain,phone123,USA,319.23,,Failed,1
1044,,39,bob@mail.com,,USA,43.05,not_a_date,Pending,0
1019,Bob,45,user@domain,9999999999,UK,524.99,10/20/2023,Failed,0
1064,Bob,57,wrong_format,phone123,India,203.88,,Failed,0
1007,Bob,66,wrong_format,12345,,756.57,not_a_date,Pending,1
1015,,24,wrong_format,9999999999,,756.57,10/20/2023,,1
1013,,18,alice@mail.com,,USA,759.91,2024/15/01,,0
1075,Charlie,49,user@domain,phone123,India,43.05,10/20/2023,Completed,0
1086,Charlie,30,user@domain,12345,UK,350.23,10/20/2023,Completed,1
1014,,47,,9999999999,USA,177.17,,,0
1091,Bob,40,,12345,UK,446.66,not_a_date,,1
1097,David,68,,,,898.21,not_a_date,Failed,0
1065,Alice,,wrong_format,12345,,753.22,,,0
1031,,36,user@domain,9876543210,USA,320.03,10/20/2023,Failed,1
1086,Alice,49,wrong_format,9999999999,USA,203.88,2024/15/01,,0
1062,,47,alice@mail.com,12345,,562.24,10/20/2023,Completed,0
1085,David,46,,,India,897.99,10/20/2023,Completed,0
1050,,66,wrong_format,,,203.65,2024/15/01,,1
1024,,62,wrong_format,12345,USA,369.47,,Completed,0
1057,Bob,46,alice@mail.com,,,524.99,not_a_date,,0
1062,Charlie,47,bob@mail.com,phone123,USA,759.91,,,0
1061,Alice,33,user@domain,phone123,,174.37,,Failed,0
1021,Eve,57,bob@mail.com,phone123,UK,170,10/20/2023,Completed,0
1057,Eve,36,,9876543210,USA,27.77,not_a_date,Pending,0
1057,David,35,wrong_format,12345,,174.37,not_a_date,Completed,1
1085,Bob,18,alice@mail.com,9876543210,India,549.4,,Failed,1
1048,Alice,31,alice@mail.com,,UK,549.4,2024/15/01,,0
1051,Bob,68,user@domain,9876543210,UK,822.17,,Failed,1
1041,Alice,64,bob@mail.com,,India,457.18,2024/15/01,Pending,1
1069,David,67,user@domain,,,378.21,not_a_date,,0
1014,David,19,wrong_format,9999999999,,283.68,,Completed,1
1053,Eve,150,user@domain,phone123,India,564.58,10/20/2023,,1
1059,Bob,45,alice@mail.com,,,800.36,,,1
10A5,,66,alice@mail.com,9999999999,India,759.91,not_a_date,Failed,1
1096,Eve,67,,phone123,India,453.13,10/20/2023,,1
1007,Bob,47,,,USA,602.13,10/20/2017,,1
1052,Eve,55,wrong_format,,,822.17,2024/15/01,,1
1059,,68,bob@mail.com,9876543210,,646.25,10/20/2023,Pending,1
1004,Charlie,21,user@domain,9876543210,USA,363.1,10/20/2023,Pending,0
1067,Charlie,18,wrong_format,phone123,India,753.22,,Completed,0
1005,Charlie,25,,,India,800.61,not_a_date,Completed,1
1095,Charlie,46,user@domain,12345,India,800.61,2024/15/01,Pending,1
1093,,thirty,,9876543210,,617.34,,,0
1046,Alice,56,user@domain,phone123,,134.99,10/20/2023,Pending,1
1098,,20,bob@mail.com,,USA,262.94,7/20/2023,Completed,1
1054,,49,wrong_format,,,524.99,2024/15/01,Pending,0
1039,,27,user@domain,12345,USA,320.03,not_a_date,Pending,0
1051,Charlie,27,alice@mail.com,phone123,UK,hundred,2024/15/01,,0
1015,,36,alice@mail.com,,India,562.4,,,1
1012,David,63,user@domain,9876543210,India,617.34,2024/15/01,Completed,1
1029,David,51,user@domain,12345,India,549.4,10/20/2023,,0
1018,Alice,50,user@domain,phone123,USA,646.25,,Pending,0
1016,Charlie,40,alice@mail.com,12345,USA,27.77,10/20/2023,Pending,1
1062,Charlie,thirty,alice@mail.com,9876543210,India,800.61,not_a_date,,0
1018,Charlie,45,user@domain,phone123,USA,370.06,10/20/2023,Completed,1
1091,Eve,49,,12345,,968.08,10/20/2023,Completed,1
1057,Bob,67,,9999999999,,134.99,2024/15/01,Failed,0
1054,Eve,24,bob@mail.com,9876543210,USA,319.23,10/20/2023,Completed,0
1089,Bob,46,wrong_format,9876543210,India,203.65,,,1
10A5,Charlie,25,,9876543210,USA,756.57,,Failed,0
1089,Charlie,18,alice@mail.com,9999999999,USA,753.22,not_a_date,Failed,0
1061,Eve,thirty,,9999999999,USA,370.06,,Pending,0
1022,Eve,20,bob@mail.com,,UK,27.77,2024/15/01,Pending,0
1008,Bob,41,bob@mail.com,12345,,103.1,not_a_date,Completed,1
1011,David,40,wrong_format,,,363.1,,Failed,1
1000,Bob,25,,12345,,735.31,2017/15/01,Pending,1
1057,Eve,150,alice@mail.com,9999999999,UK,602.13,,,1
1000,,64,alice@mail.com,9999999999,USA,363.1,,Pending,0
1033,Eve,54,user@domain,,UK,511.98,10/20/2023,Pending,0
1095,,20,alice@mail.com,phone123,UK,-50,,Failed,1
1047,Alice,68,wrong_format,,India,968.08,,Failed,1
1088,Eve,50,wrong_format,12345,,663.03,2024/15/01,,0
1000,Alice,45,alice@mail.com,,,350.23,2024/15/02,,1
